instrument_id,price,is_buy,signal_mask,send_time_ns
0,147.73412,0,4,599031518633041
1,148.23015,1,4,599031518633083
3,148.24177,1,4,599031518633125
4,152.88739,1,4,599031518633166
8,149.81272,1,4,599031518633208
3,148.60009,1,4,599031518633291
6,146.13343,0,4,599031518633333
7,149.56780,1,4,599031518633375
9,148.30388,1,4,599031518633416
1,147.07571,0,4,599031518633458
2,155.25933,0,4,599031518633500
3,149.22731,1,4,599031518633500
8,149.39570,0,4,599031518633625
0,148.04389,0,4,599031518633666
1,147.02552,0,4,599031518633666
2,155.12719,0,4,599031518633708
3,149.93746,1,4,599031518633750
6,146.91705,1,4,599031518633791
8,149.25099,0,4,599031518633833
9,147.81194,0,4,599031518633875
0,147.82228,0,4,599031518633875
1,146.94659,0,4,599031518633916
2,154.75038,0,4,599031518633916
3,150.07914,1,4,599031518633958
6,147.02620,1,4,599031518634000
9,147.09673,1,6,599031518634083
2,154.14374,0,4,599031518634166
5,145.69217,1,4,599031518634208
6,147.15228,1,4,599031518634208
8,150.29751,1,4,599031518634250
9,146.53410,1,6,599031518634291
0,148.13563,1,4,599031518634333
1,147.84773,1,4,599031518634333
3,148.57237,0,4,599031518634375
4,152.54361,0,4,599031518634416
5,146.52538,1,4,599031518634458
6,147.73374,1,4,599031518634458
9,146.66389,1,2,599031518634541
0,148.35986,1,4,599031518634583
2,155.87865,1,4,599031518634625
3,148.48917,0,4,599031518634625
4,152.09893,0,4,599031518634666
5,146.80713,1,4,599031518634708
8,149.34752,0,4,599031518634750
9,146.01310,1,2,599031518634791
0,148.63861,1,4,599031518634833
1,147.63075,0,4,599031518634875
2,156.19622,1,4,599031518634875
3,148.44166,0,4,599031518634916
4,151.81064,0,4,599031518634958
5,146.96963,1,4,599031518634958
9,146.18073,1,2,599031518635041
1,147.17294,0,4,599031518635083
4,151.44121,0,4,599031518635125
6,147.74793,1,4,599031518635166
9,146.35645,1,6,599031518635250
3,149.98645,1,4,599031518635333
5,145.78993,0,4,599031518635375
7,148.79325,1,4,599031518635458
8,148.48536,0,4,599031518635458
9,146.44648,1,4,599031518635500
0,149.22638,1,4,599031518635541
1,147.72648,1,4,599031518635541
2,156.87877,1,4,599031518635583
3,151.01599,1,6,599031518635625
4,151.66078,1,4,599031518635666
5,145.12188,0,4,599031518635666
8,148.05382,0,4,599031518635750
9,146.78998,1,4,599031518635750
0,149.32992,1,4,599031518635791
1,148.22194,1,4,599031518635791
2,156.99020,1,4,599031518635833
3,150.59992,0,2,599031518635875
4,152.59789,1,4,599031518635875
5,145.03686,0,4,599031518635916
6,147.65274,1,4,599031518635958
9,147.08098,1,4,599031518636000
0,149.50334,1,4,599031518636041
2,157.63258,1,4,599031518636083
3,150.15534,0,4,599031518636083
4,153.22792,1,4,599031518636125
9,147.38132,1,4,599031518636250
4,153.51504,1,4,599031518636333
6,146.12367,0,4,599031518636375
8,147.92138,0,4,599031518636416
0,148.51810,0,4,599031518636458
1,148.06048,1,4,599031518636500
2,156.06380,0,4,599031518636541
5,144.59419,0,4,599031518636583
6,146.02415,0,4,599031518636583
7,150.17369,1,4,599031518636625
8,147.80266,0,4,599031518636666
9,147.11596,0,4,599031518636666
1,149.32649,1,4,599031518636708
2,155.15002,0,4,599031518636750
3,149.88268,0,4,599031518636750
4,152.13437,0,4,599031518636791
7,150.37826,1,4,599031518636833
0,149.13600,1,4,599031518636916
2,155.00948,0,4,599031518636916
3,149.61581,0,4,599031518636958
5,147.05207,1,4,599031518637000
8,148.51246,1,4,599031518637083
0,149.28290,1,4,599031518637125
5,147.83787,1,4,599031518637208
7,149.41794,0,4,599031518637250
8,148.58713,1,4,599031518637291
1,150.00014,1,4,599031518637375
3,151.32565,1,6,599031518637416
4,151.74579,0,4,599031518637458
5,148.01390,1,4,599031518637458
7,149.28362,0,4,599031518637500
9,148.31032,1,4,599031518637541
1,150.03661,1,4,599031518637625
3,151.43662,1,4,599031518637666
4,151.47415,0,4,599031518637666
7,149.08780,0,4,599031518637750
9,149.40127,1,4,599031518637791
1,150.21440,1,4,599031518637791
4,151.46955,0,4,599031518637875
7,148.57392,0,4,599031518637916
1,150.66203,1,4,599031518637958
2,155.32262,0,4,599031518638000
3,151.21435,0,4,599031518638041
4,151.20197,0,4,599031518638083
6,146.02906,0,4,599031518638125
7,148.57061,0,4,599031518638166
9,147.48092,0,4,599031518638208
0,149.97225,1,4,599031518638208
3,150.75027,0,4,599031518638291
4,151.04792,0,4,599031518638291
8,148.30570,1,4,599031518638375
0,150.56505,1,4,599031518638458
2,155.78310,1,4,599031518638500
3,150.63551,0,4,599031518638500
9,149.12534,1,4,599031518638625
0,151.00075,1,4,599031518638666
1,150.92873,1,4,599031518638666
3,150.22668,0,4,599031518638708
4,152.33008,1,4,599031518638750
5,148.50514,0,4,599031518638750
6,146.36548,0,4,599031518638791
7,148.77251,0,4,599031518638791
8,147.41926,0,4,599031518638833
9,149.42061,1,4,599031518638833
0,151.77154,1,4,599031518638875
3,150.15934,0,4,599031518638916
4,153.12989,1,4,599031518638958
5,148.02641,0,4,599031518639000
7,148.52314,0,4,599031518639041
8,147.19295,0,4,599031518639041
0,152.15596,0,6,599031518639083
1,150.47568,0,4,599031518639125
3,150.14134,0,4,599031518639166
4,153.94886,1,4,599031518639208
6,147.90943,1,4,599031518639250
0,152.27724,0,6,599031518639333
1,150.26967,0,4,599031518639333
2,155.05149,0,4,599031518639375
3,149.42267,0,4,599031518639416
5,148.75186,1,4,599031518639458
9,150.23804,1,4,599031518639500
2,154.92781,0,4,599031518639583
3,149.12808,0,4,599031518639583
5,149.83360,1,6,599031518639625
7,147.45155,0,4,599031518639708
0,151.64522,0,4,599031518639750
1,151.20355,1,4,599031518639791
5,149.86601,1,6,599031518639833
8,147.72860,1,4,599031518639875
9,149.63829,0,4,599031518639916
1,151.54393,1,4,599031518639958
3,150.57928,1,4,599031518640000
8,148.62969,1,4,599031518640041
9,149.47584,0,4,599031518640083
0,151.96367,1,4,599031518640083
1,151.60745,1,4,599031518640125
4,154.82089,1,4,599031518640208
5,149.99656,0,2,599031518640250
8,148.94419,1,4,599031518640291
4,154.99616,1,4,599031518640416
5,150.51580,1,6,599031518640458
7,148.90603,1,4,599031518640500
8,149.43537,1,4,599031518640500
9,150.36946,1,4,599031518640541
0,151.40452,0,4,599031518640583
1,149.89888,0,4,599031518640583
2,154.64495,0,4,599031518640625
7,149.55650,1,4,599031518640708
9,151.46646,1,6,599031518640750
3,149.43115,0,4,599031518640833
5,150.77741,0,2,599031518640875
7,149.84695,1,4,599031518640958
8,148.62170,0,4,599031518640958
9,152.23781,1,6,599031518641000
0,152.84290,1,4,599031518641041
1,150.49685,1,4,599031518641083
2,155.60348,1,4,599031518641083
3,149.25126,0,4,599031518641125
5,150.85611,1,6,599031518641166
6,148.19293,1,4,599031518641208
7,150.63300,1,4,599031518641250
8,147.64979,0,4,599031518641250
9,152.20468,0,2,599031518641333
1,150.51165,1,4,599031518641375
2,155.69493,1,4,599031518641375
3,149.24673,0,4,599031518641416
4,153.72487,0,4,599031518641458
5,150.89866,1,6,599031518641458
8,146.75020,0,4,599031518641541
9,152.39432,0,2,599031518641583
0,151.92191,0,4,599031518641583
1,150.84757,1,4,599031518641625
2,155.81533,1,4,599031518641666
4,153.20356,0,4,599031518641708
7,149.71163,0,4,599031518641750
8,146.28023,0,4,599031518641791
9,151.90857,0,2,599031518641833
3,149.37561,1,4,599031518641875
5,150.33372,0,4,599031518641916
9,151.89331,0,4,599031518642000
1,150.48403,0,4,599031518642041
2,155.60654,0,4,599031518642083
6,148.31459,0,4,599031518642125
8,146.66879,1,4,599031518642166
2,154.88941,0,4,599031518642250
3,148.95011,0,4,599031518642291
4,152.58778,0,4,599031518642291
9,152.11610,1,4,599031518642375
0,153.06636,1,4,599031518642375
1,150.79603,1,4,599031518642416
2,154.75662,0,4,599031518642416
3,148.30332,0,4,599031518642458
5,151.55766,0,2,599031518642500
7,150.55493,1,4,599031518643541
0,153.62859,1,4,599031518643625
3,147.91739,0,4,599031518643666
5,152.12442,1,6,599031518643708
6,148.25441,0,4,599031518643750
7,150.87238,1,4,599031518643791
1,149.34176,0,4,599031518643875
4,151.74037,0,4,599031518643916
5,152.39734,1,6,599031518643958
7,151.22993,1,4,599031518644000
0,152.89918,0,4,599031518644041
4,151.44063,0,4,599031518644125
5,152.49343,1,6,599031518644166
6,149.27109,1,4,599031518644208
0,152.72773,0,4,599031518644291
1,150.73529,1,4,599031518644333
2,156.19774,1,4,599031518644375
3,147.86012,0,4,599031518644416
4,151.23711,0,4,599031518644416
5,152.63868,1,6,599031518644458
0,152.08732,0,4,599031518644583
1,151.17066,1,4,599031518644583
5,152.74041,1,4,599031518644625
6,147.58162,0,4,599031518644666
8,147.04783,1,4,599031518644708
9,152.21108,0,4,599031518644750
6,146.97438,0,4,599031518644875
7,150.91241,0,4,599031518644916
0,152.49855,1,4,599031518644958
3,147.06462,0,4,599031518645000
5,151.28101,0,4,599031518645041
7,150.36785,0,4,599031518645083
8,146.45927,0,4,599031518645125
0,152.82201,1,4,599031518645166
4,152.08421,1,4,599031518645250
5,151.14972,0,4,599031518645250
6,147.81629,1,4,599031518645291
8,145.53506,0,4,599031518645333
0,153.03647,1,4,599031518645375
4,152.30192,1,4,599031518645458
5,150.88996,0,4,599031518645458
6,148.15907,1,4,599031518645500
1,151.69999,1,4,599031518645583
3,146.85833,0,4,599031518645625
4,152.58083,1,4,599031518645666
6,148.18210,1,4,599031518645666
9,151.92368,0,4,599031518645708
0,152.74527,0,4,599031518645750
1,151.73065,1,4,599031518645750
6,148.62264,1,4,599031518645833
9,151.75623,0,4,599031518645875
0,152.60199,0,4,599031518645916
1,151.94627,1,4,599031518645916
2,155.93487,0,4,599031518645958
3,147.75236,1,4,599031518645958
8,146.49790,1,4,599031518646041
9,151.73515,0,4,599031518646083
3,147.92855,1,4,599031518646125
5,151.55110,1,4,599031518646208
7,150.65961,1,4,599031518646208
8,146.68691,1,4,599031518646208
9,151.38586,0,4,599031518646250
0,153.88576,1,4,599031518646250
3,148.81437,1,4,599031518646333
8,147.32224,1,4,599031518646416
9,150.80493,0,4,599031518646458
0,154.83438,1,4,599031518646458
1,152.43076,1,4,599031518646500
2,155.47851,0,4,599031518646500
3,149.12946,1,4,599031518646541
5,149.78418,0,4,599031518646583
6,147.80150,0,4,599031518646583
9,150.61618,0,4,599031518646666
2,154.99086,0,4,599031518646708
4,152.55735,0,4,599031518646750
5,149.23433,0,4,599031518646750
6,147.47900,0,4,599031518646791
3,148.59752,0,4,599031518646875
4,152.38145,0,4,599031518646916
6,147.17825,0,4,599031518646916
8,147.68053,1,4,599031518646958
9,152.06254,1,4,599031518647000
0,155.11636,1,4,599031518647041
1,153.34311,1,4,599031518647041
2,155.85006,1,4,599031518647083
3,148.17132,0,4,599031518647125
4,151.85177,0,4,599031518647125
5,150.43814,1,4,599031518647166
8,147.95194,1,4,599031518647208
2,156.14858,1,4,599031518647250
4,151.79175,0,4,599031518647333
6,147.65432,1,4,599031518647375
7,147.93010,0,4,599031518647416
0,154.01786,0,4,599031518647541
1,153.26564,0,4,599031518647583
3,148.49663,1,4,599031518647625
4,151.55670,0,4,599031518647666
6,147.71398,1,4,599031518647708
8,147.39557,0,4,599031518647750
0,153.96343,0,4,599031518647791
1,153.13863,0,4,599031518647791
2,155.73655,0,4,599031518647833
6,148.23861,1,4,599031518647875
8,147.04316,0,4,599031518647916
9,150.24314,0,4,599031518647958
0,153.80596,0,4,599031518647958
1,152.86928,0,4,599031518648000
6,149.05485,1,4,599031518648083
7,147.83685,0,4,599031518648125
9,149.67760,0,4,599031518648166
2,156.25688,1,4,599031518648208
5,150.84510,1,4,599031518648291
9,149.29204,0,4,599031518648333
0,154.15116,1,4,599031518648375
5,151.55670,1,4,599031518648458
8,146.90820,0,4,599031518648500
9,148.94688,0,4,599031518648541
0,154.93225,1,4,599031518648541
3,148.77906,1,4,599031518648625
4,151.24768,0,4,599031518648625
5,151.56373,1,4,599031518648666
6,149.52292,1,4,599031518648708
9,148.72566,0,4,599031518648750
4,150.94170,0,4,599031518648875
5,151.96096,1,4,599031518648875
8,147.95259,1,4,599031518648958
0,154.32957,0,4,599031518649000
1,153.20860,0,4,599031518649000
3,148.18277,0,4,599031518649041
4,150.81043,0,4,599031518649083
0,153.85851,0,4,599031518649125
1,152.92276,0,4,599031518649166
3,147.32032,0,4,599031518649208
4,150.47949,0,4,599031518649208
6,150.12791,1,4,599031518649291
0,153.81657,0,4,599031518649375
1,152.58904,0,4,599031518649375
3,146.58897,0,4,599031518649416
4,150.25031,0,4,599031518649458
6,150.58399,1,4,599031518649500
8,149.23011,1,4,599031518649541
1,152.35088,0,4,599031518649583
2,157.06543,1,4,599031518649625
5,150.43209,0,4,599031518649666
7,147.77642,1,4,599031518649750
8,149.58994,1,4,599031518649750
1,152.33476,0,4,599031518649833
3,148.27879,1,4,599031518649875
4,150.89095,1,4,599031518649875
5,150.35617,0,4,599031518649916
7,147.98285,1,4,599031518649958
8,149.93357,1,4,599031518650000
0,153.30959,0,4,599031518650000
3,148.96371,1,4,599031518650083
5,149.90405,0,4,599031518650125
6,150.63258,1,4,599031518650166
0,153.15814,0,4,599031518650208
3,149.09582,1,4,599031518650250
9,148.89866,1,4,599031518650375
1,151.11769,0,4,599031518650458
4,150.61437,1,4,599031518650500
6,149.94916,0,4,599031518650541
8,150.31496,1,4,599031518650583
1,150.99054,0,4,599031518650625
3,148.76212,0,4,599031518650666
4,150.92049,1,4,599031518650708
5,148.91828,0,4,599031518650708
6,149.63028,0,4,599031518650750
7,146.74649,0,4,599031518650750
9,148.29586,0,4,599031518650791
0,152.76777,0,4,599031518650833
1,150.43462,0,4,599031518650833
2,155.44820,0,4,599031518650875
4,151.44483,1,4,599031518650916
6,149.62883,0,4,599031518650958
7,146.27837,0,4,599031518651000
8,150.16193,0,4,599031518651000
9,148.17345,0,4,599031518651041
1,150.25335,0,4,599031518651041
3,149.95931,1,4,599031518651083
4,151.78707,1,4,599031518651125
5,149.55417,1,4,599031518651166
6,149.31290,0,4,599031518651166
5,150.11059,1,4,599031518651333
6,149.11892,0,4,599031518651375
8,151.07417,0,6,599031518651416
9,149.14257,1,4,599031518651458
0,152.75621,0,4,599031518651458
3,148.59450,0,4,599031518651541
4,151.58412,0,4,599031518651541
1,149.98254,0,4,599031518651625
7,146.89698,1,4,599031518651750
8,149.61022,0,4,599031518651750
0,153.68272,1,4,599031518651791
1,149.38753,0,4,599031518651833
2,155.14853,0,4,599031518651833
7,147.13897,1,4,599031518651916
8,149.31396,0,4,599031518651958
9,149.12760,1,4,599031518652000
2,154.95287,0,4,599031518652041
4,151.11302,0,4,599031518652083
8,149.09906,0,4,599031518652125
9,149.29923,1,4,599031518652166
0,152.84013,0,4,599031518652208
2,154.35911,0,4,599031518652250
3,149.61662,1,4,599031518652291
4,150.56374,0,4,599031518652291
5,150.45052,1,4,599031518652333
8,148.79067,0,4,599031518652375
2,154.30617,0,4,599031518652458
5,150.64746,1,4,599031518652541
6,150.29552,1,4,599031518652541
9,148.78436,0,4,599031518652583
1,149.33915,1,4,599031518652625
2,153.36623,0,4,599031518652666
6,151.07361,1,4,599031518652750
9,148.75973,0,4,599031518652791
2,152.87274,0,4,599031518652875
3,149.78628,1,4,599031518652875
5,149.67714,0,4,599031518652916
6,151.10127,1,4,599031518652958
8,148.43136,0,4,599031518653000
9,148.18150,0,4,599031518653000
2,152.21446,0,6,599031518653083
4,150.71272,1,4,599031518653125
6,151.48251,1,4,599031518653166
9,148.04031,0,4,599031518653208
2,152.23921,1,2,599031518653291
3,149.65006,0,4,599031518653333
4,150.79022,1,4,599031518653333
6,151.50607,1,4,599031518653416
9,146.84910,0,4,599031518653458
1,148.77956,0,4,599031518653500
2,151.56104,1,2,599031518653541
5,150.08149,0,4,599031518653625
7,147.33545,0,4,599031518653666
8,148.54869,0,4,599031518653666
9,146.50287,0,4,599031518653708
0,152.12331,0,4,599031518653708
2,151.73973,1,2,599031518653791
4,149.42707,0,4,599031518653833
5,149.33649,0,4,599031518653833
7,147.13959,0,4,599031518653875
8,148.06422,0,4,599031518653916
0,151.98055,0,4,599031518653958
1,149.19916,1,4,599031518653958
2,151.21386,1,2,599031518654000
5,148.49253,0,4,599031518654041
8,147.80266,0,4,599031518654083
0,151.46565,0,4,599031518654125
1,149.79134,1,4,599031518654125
2,151.39857,1,2,599031518654166
5,147.60843,0,4,599031518654208
9,147.15308,0,4,599031518654291
1,150.37705,1,4,599031518654333
2,152.21474,1,4,599031518654375
3,149.13459,0,4,599031518655250
4,149.63611,0,4,599031518655291
7,147.45262,0,4,599031518655333
8,148.44311,1,4,599031518655375
9,146.70909,0,4,599031518655375
0,152.37785,1,4,599031518655416
1,150.56248,1,4,599031518655458
2,150.92809,1,2,599031518655500
5,149.03978,1,4,599031518655541
8,148.56057,1,4,599031518655583
9,146.34412,0,4,599031518655625
1,150.67123,1,4,599031518655666
2,151.03070,1,2,599031518655708
3,149.40856,1,4,599031518655750
5,149.31942,1,4,599031518655791
6,152.56998,1,4,599031518655833
7,148.12601,1,4,599031518655833
0,151.86366,0,4,599031518655916
1,151.29432,1,4,599031518655916
2,151.18290,1,6,599031518655958
1,151.40172,1,4,599031518656125
2,151.03041,1,2,599031518656166
3,149.31813,0,4,599031518656208
4,149.73618,1,4,599031518656250
8,148.75538,1,4,599031518656291
0,153.28854,1,4,599031518656333
1,151.83635,1,4,599031518656375
2,150.85027,0,6,599031518656416
4,150.21403,1,4,599031518656458
5,149.65072,1,4,599031518656458
7,149.69536,1,4,599031518656500
8,149.07508,1,4,599031518656541
9,146.74077,1,4,599031518656583
0,153.50391,1,4,599031518656583
1,152.70531,1,4,599031518656625
3,150.52994,1,4,599031518656666
4,151.47930,1,4,599031518656666
6,152.95497,0,4,599031518656708
8,149.40687,1,4,599031518656750
0,154.44847,1,4,599031518656791
1,153.15339,1,4,599031518656833
5,149.06847,0,4,599031518656916
6,152.92563,0,4,599031518656916
7,148.62541,0,4,599031518656958
0,154.54637,1,4,599031518657000
3,150.16642,0,4,599031518657083
6,152.38034,0,4,599031518657125
7,148.19741,0,4,599031518657166
9,148.09542,1,4,599031518657208
1,152.76239,0,4,599031518657250
2,151.73506,1,4,599031518657291
3,149.57639,0,4,599031518657333
4,152.36987,1,4,599031518657333
8,150.69636,1,4,599031518657416
1,151.87406,0,4,599031518657458
2,151.99171,1,4,599031518657458
4,152.45521,1,4,599031518657500
6,153.24343,1,4,599031518657541
7,149.27362,1,4,599031518657583
8,151.52952,1,4,599031518657583
0,155.55479,1,4,599031518657625
1,151.46155,0,4,599031518657625
3,150.34228,1,4,599031518657666
8,151.85199,1,4,599031518657791
9,148.48543,1,4,599031518657791
0,155.57456,1,4,599031518657833
1,151.30363,0,4,599031518657875
5,148.58052,0,4,599031518657916
8,153.07511,0,6,599031518658000
0,155.66019,1,4,599031518658041
3,149.50679,0,4,599031518658083
6,154.03670,1,4,599031518658125
7,149.02457,1,4,599031518658166
8,153.06425,0,2,599031518658208
0,155.96353,1,4,599031518658250
3,149.02648,0,4,599031518658291
4,150.34302,0,4,599031518658291
7,149.29847,1,4,599031518658375
8,153.28898,0,2,599031518658416
1,150.03139,0,4,599031518658500
2,152.55246,1,4,599031518658500
4,150.14232,0,4,599031518658541
6,152.19890,0,4,599031518658583
7,149.67151,1,4,599031518658625
8,153.58722,0,6,599031518658666
1,149.66911,0,4,599031518658708
2,152.88359,1,4,599031518658708
3,150.42443,1,4,599031518658750
4,149.15720,0,4,599031518658791
5,150.02127,1,4,599031518658791
8,153.19078,0,2,599031518658875
9,148.38267,1,4,599031518658916
5,150.69221,1,4,599031518659000
6,152.33510,1,4,599031518659000
8,153.72724,0,2,599031518659083
0,154.39409,0,4,599031518659125
2,152.15809,0,4,599031518659166
4,149.66032,1,4,599031518659208
5,151.35026,1,4,599031518659250
8,153.80113,0,6,599031518659291
9,148.29038,0,4,599031518659333
0,154.21279,0,4,599031518659333
2,151.88209,0,4,599031518659375
5,151.40206,1,4,599031518659458
6,151.68758,0,4,599031518659458
8,154.14773,0,6,599031518659541
9,147.52326,0,4,599031518659583
0,153.81413,0,4,599031518659583
1,149.54266,1,4,599031518659625
2,151.87795,0,4,599031518659666
3,149.82631,0,4,599031518659666
4,148.94887,0,4,599031518659708
8,154.30283,0,6,599031518659750
9,147.22572,0,4,599031518659791
1,149.92519,1,4,599031518659833
2,151.87526,0,4,599031518659875
3,149.31374,0,4,599031518659875
7,148.06068,0,4,599031518659958
8,155.28748,0,6,599031518660000
2,151.59421,0,4,599031518660083
3,149.13661,0,4,599031518660083
5,151.56366,1,4,599031518660125
7,147.99542,0,4,599031518660166
8,155.71601,0,6,599031518660208
9,148.22099,1,4,599031518660250
2,151.46372,0,4,599031518660291
6,153.24050,1,4,599031518660375
7,147.46155,0,4,599031518660416
8,155.46650,0,2,599031518660458
3,150.40199,1,4,599031518660541
4,150.79229,1,4,599031518660583
6,153.31835,1,4,599031518660625
8,154.79614,0,6,599031518660666
2,151.95803,1,4,599031518660750
3,150.79035,1,4,599031518660791
4,150.96185,1,4,599031518660833
6,154.04881,1,4,599031518660833
8,154.86717,0,2,599031518660916
9,147.00653,0,4,599031518661083
1,149.34817,0,4,599031518661125
2,151.55356,0,4,599031518661166
3,149.56796,0,4,599031518661166
5,151.57154,1,4,599031518661208
6,153.21421,0,4,599031518661208
7,148.16316,1,4,599031518661250
1,149.23866,0,4,599031518661333
3,149.09775,0,4,599031518661375
8,154.01841,1,4,599031518661458
2,151.63100,1,4,599031518661541
4,149.70935,0,4,599031518661541
8,154.35171,1,4,599031518661625
0,154.46416,1,4,599031518661625
5,151.90110,1,4,599031518661708
6,153.27419,0,4,599031518661750
0,154.68984,1,4,599031518661833
3,148.35934,0,4,599031518661875
7,146.74464,0,4,599031518661916
8,153.77172,0,4,599031518661958
0,154.81449,1,4,599031518662000
1,150.01543,1,4,599031518662000
2,151.52684,1,4,599031518662041
6,153.71877,1,4,599031518662125
7,146.61256,0,4,599031518662166
9,147.36173,1,4,599031518662208
1,150.17016,1,4,599031518662208
2,151.75265,1,4,599031518662250
4,149.74856,1,4,599031518662291
5,151.56666,1,4,599031518662291
8,154.66925,1,4,599031518662375
3,147.84137,0,4,599031518662458
5,151.88082,1,4,599031518662500
7,147.25000,1,4,599031518662541
2,150.78063,0,4,599031518662583
3,146.81960,0,4,599031518662625
5,152.83932,1,4,599031518662666
8,154.13609,0,4,599031518662708
9,147.87000,1,4,599031518662708
0,152.38409,0,4,599031518662750
4,150.74678,1,4,599031518662833
5,152.92636,1,4,599031518662833
8,154.04021,0,4,599031518662916
9,148.08203,1,4,599031518662916
0,152.30299,0,4,599031518662958
1,149.38911,0,4,599031518663000
2,151.51859,1,4,599031518663000
3,147.54073,1,4,599031518663041
5,153.52907,1,4,599031518663083
7,147.64937,1,4,599031518663125
8,153.86669,0,4,599031518663166
2,151.89649,1,4,599031518663250
4,149.44810,0,4,599031518663291
6,152.88406,0,4,599031518663333
7,148.12920,1,4,599031518663375
7,148.71595,1,4,599031518663541
8,154.44948,1,4,599031518663583
1,149.28032,0,4,599031518663625
2,151.27784,0,4,599031518663666
3,148.05006,1,4,599031518663666
6,153.42955,1,4,599031518663750
7,148.83429,1,4,599031518663791
8,155.14168,1,4,599031518663791
3,149.50479,1,4,599031518663875
4,148.31705,0,4,599031518663916
5,151.81315,0,4,599031518663916
6,153.52899,1,4,599031518663958
8,155.47500,1,4,599031518664000
0,151.03176,0,4,599031518664041
2,151.44091,1,4,599031518664083
3,151.05660,1,4,599031518664125
4,148.05353,0,4,599031518664166
5,151.73228,0,4,599031518664166
8,155.56645,1,4,599031518664250
1,148.56007,0,4,599031518664291
5,151.50447,0,4,599031518664333
7,148.25721,1,4,599031518664375
9,147.63929,1,4,599031518664416
4,149.37808,1,4,599031518664500
5,151.49040,0,4,599031518664541
8,155.00452,0,4,599031518664583
0,151.11925,0,4,599031518664625
6,152.91509,0,4,599031518664750
7,146.78945,0,4,599031518664791
1,149.34945,0,4,599031518664875
4,148.04035,0,4,599031518664916
5,152.82330,1,4,599031518664958
6,152.65354,0,4,599031518664958
7,146.57989,0,4,599031518665000
9,148.62083,1,4,599031518665041
1,149.23694,0,4,599031518665083
3,151.80646,1,4,599031518665125
5,152.83060,1,4,599031518665166
8,155.13944,0,4,599031518665250
0,151.30637,0,4,599031518665250
2,150.14139,0,4,599031518665333
6,153.02641,1,4,599031518665375
9,148.25128,0,4,599031518665416
0,150.66033,0,4,599031518665458
1,150.04681,1,4,599031518665500
2,149.91434,0,4,599031518665500
4,148.01508,0,4,599031518665541
5,151.60439,0,4,599031518665583
6,153.05289,1,4,599031518665583
7,146.71294,0,4,599031518665625
8,155.95705,1,4,599031518665625
9,148.14474,0,4,599031518665666
3,152.49253,1,4,599031518665750
8,156.16703,1,4,599031518665791
9,147.56573,0,4,599031518665833
0,151.35596,1,4,599031518665833
4,148.32514,1,4,599031518665916
5,152.20310,1,4,599031518665958
6,152.94080,0,4,599031518666000
8,156.18648,1,4,599031518666041
0,152.20105,1,4,599031518666083
1,151.87402,1,4,599031518666083
2,149.56332,0,4,599031518666125
5,152.33863,1,4,599031518667958
7,147.35423,0,4,599031518668000
8,156.58819,1,4,599031518668000
9,147.99054,1,4,599031518668041
0,152.24030,1,4,599031518668083
1,151.95259,1,4,599031518668083
2,149.41471,0,4,599031518668125
3,152.84783,1,6,599031518668166
5,152.77798,1,4,599031518668208
7,147.25954,0,4,599031518668250
8,156.69354,1,4,599031518668250
1,152.23480,1,4,599031518668333
2,149.09632,0,4,599031518668333
4,148.85181,1,4,599031518668375
5,153.02528,1,4,599031518668416
6,152.88041,0,4,599031518668416
7,147.09271,0,4,599031518668458
9,146.59707,0,4,599031518668500
2,148.33199,0,4,599031518668541
4,149.42946,1,4,599031518668583
5,153.85675,1,4,599031518668583
8,156.27258,0,4,599031518668666
9,146.54129,0,4,599031518668666
0,152.31664,1,4,599031518668708
3,153.14075,1,6,599031518668750
5,154.24888,1,4,599031518668833
7,148.04476,1,4,599031518668875
8,155.57767,0,4,599031518668875
9,146.33015,0,4,599031518668916
2,149.00544,1,4,599031518668958
5,154.34796,1,4,599031518669041
7,148.44437,1,4,599031518669083
8,155.08652,0,4,599031518669125
0,151.38183,0,4,599031518669166
1,151.65672,0,4,599031518669208
2,149.65727,1,4,599031518669208
6,153.40514,1,4,599031518669291
7,149.09670,1,4,599031518669291
9,147.46895,1,4,599031518669333
0,150.84769,0,4,599031518669375
2,149.73065,1,4,599031518669416
3,152.44531,1,4,599031518669416
4,148.40318,0,4,599031518669458
5,153.90808,0,4,599031518669458
6,153.95934,1,4,599031518669500
9,148.32313,1,4,599031518669541
0,150.55886,0,4,599031518669583
4,147.94274,0,4,599031518669625
5,153.81665,0,4,599031518669666
6,154.18325,1,4,599031518669708
7,147.95686,0,4,599031518669708
8,154.79234,0,4,599031518669750
9,149.03090,1,4,599031518669750
0,150.11947,0,4,599031518669791
1,151.33483,0,4,599031518669833
2,149.33997,0,4,599031518669833
4,146.70570,0,4,599031518669875
8,153.95373,0,4,599031518669916
9,149.57039,1,4,599031518669958
1,151.29309,0,4,599031518670000
2,148.78332,0,4,599031518670041
3,152.81788,1,4,599031518670041
5,154.06687,1,4,599031518670083
7,148.75845,1,4,599031518670125
8,153.37592,0,4,599031518670166
0,150.94150,1,4,599031518670166
2,148.54133,0,4,599031518670208
4,147.76140,1,4,599031518670250
5,154.80105,1,4,599031518670250
7,148.95853,1,4,599031518670291
2,147.95944,0,4,599031518670375
4,147.76728,1,4,599031518670375
5,155.04612,1,4,599031518670416
9,149.63128,1,4,599031518670500
2,147.62242,0,4,599031518670541
5,155.70758,1,4,599031518670583
